company_name,stage,sector,focus_area,founder_personality_type,annual_revenue,monthly_burn,cash_reserves,team_size,product_maturity_score,market_share_percent,competitive_advantage_score,adaptability_score,investor_quality_score,advisor_network_strength,regulatory_risk_score,technology_risk_score,market_risk_score,exit_valuation
Comp_0,Series A,ClimateTech,Mitigate Climate Change,visionary,27227526.85917699,428932.33236300206,15782162.868666843,22,5.039348685773732,8.983510185462174,5.8602215279940895,7.73331824095396,5.46883182854201,5.005696744399263,7.769318638413927,4.702683106402157,6.0186662099214585,32713526.41894585
Comp_1,Seed,HealthTech,Enhance Urban Lifestyle,visionary,588489.1330430871,3679203.3902593995,3051731.3176680757,64,7.754656155623679,6.497673828765506,5.68810769087501,7.850083202583085,5.019844638607094,6.9271899526012195,7.5665897301298894,1.8139906897268616,6.27208707026055,74212186.73243739
Comp_2,Series A,HealthTech,General,technical,882301.2018492933,230274.96066350964,386660.5529142774,62,5.0633850448914295,12.227498901521468,8.993487512943453,7.377609454246341,5.83507064764421,8.499357417084674,3.38516058694596,5.352708025716821,7.7254915235523685,216325829.46930897
Comp_3,Seed,HealthTech,General,visionary,29456823.426564597,199666.73118519806,1585838.9733184988,75,6.6794022804861175,13.944186955437837,8.59304015406098,6.561955419198573,7.784500331071024,5.690102065126831,3.590600319414283,5.106486840704032,4.31868228457413,21798285.66734376
Comp_4,Seed,HealthTech,Enhance Urban Lifestyle,executor,1852701.673532737,417758.9289410795,3578019.687267517,71,4.479850750370282,3.4926787874029,7.999260811172505,6.4524875639984725,8.236109828642638,6.61677279041802,5.993589571734803,2.499087503302385,1.8403321893279196,8663281.792581806
Comp_5,Series A,ConsumerTech,Enhance Urban Lifestyle,visionary,8837732.509464048,2815716.699540244,3488674.6667270656,10,7.829067095652007,12.195898521342892,8.06440158740704,8.026858911225052,7.628014897354726,4.855654253449851,6.976904327491688,1.1964423727820077,4.267547988738491,7527665.294830875
Comp_6,Seed,HealthTech,General,technical,634607.3220841209,996559.6571036878,1782325.0440384438,51,7.105776575692015,3.540554528174597,7.932213080769886,8.153930445169792,8.730878406027067,7.644366337805675,6.237526442189802,2.8319012779180786,2.3473003076419934,25224866.574186727
Comp_7,Seed,ClimateTech,General,technical,247152.29426188892,1090058.8461670408,4383381.199186896,26,4.185305373314612,14.734544361947112,7.858057810439587,6.081601140382691,7.638488986219416,6.609677861995943,7.229375783540618,7.989759189716177,4.921898863896035,14584418.830918677
Comp_8,Series A,SaaS,General,visionary,292985.30259987107,1811762.1749737875,37084225.80923251,24,5.5139086204381025,14.551755421489394,7.002775536281835,8.095772038987988,6.202637497431153,4.273031586484033,1.8476892337029225,2.83162672587056,2.7353533561370407,15113473.789891453
Comp_9,Series A,SaaS,General,executor,130462098.37983225,507591.8920452142,12135435.28348371,38,8.55364502091036,6.267096605538968,7.235204848438897,8.547484270330736,8.81149422966994,5.940001589307606,6.13754740596952,5.658432408668319,7.027396827356466,4568296.520786921
